"Name","Module","GraphCmdName","GraphModuleName","GraphScopesApplication","GraphScopesDelegate","ApiUri"
"Get-AzureADMSDeletedGroup","AzureADPreview","Get-MgDirectoryDeletedItem","Microsoft.Graph.Identity.DirectoryManagement","AdministrativeUnit.Read.All, AdministrativeUnit.ReadWrite.All, Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, Group.Read.All, Group.ReadWrite.All, User.Read.All, User.ReadWrite.All","AdministrativeUnit.Read.All, AdministrativeUnit.ReadWrite.All, Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, Group.Read.All, Group.ReadWrite.All, User.Read.All, User.ReadWrite.All",
"Get-AzureADMSFeatureRolloutPolicy","AzureADPreview","",,"","",
"Get-AzureADMSGroup","AzureADPreview","Get-MgGroup","Microsoft.Graph.Groups","Directory.Read.All, Directory.ReadWrite.All, Group.Read.All, Group.ReadWrite.All, GroupMember.Read.All","Directory.Read.All, Directory.ReadWrite.All, Group.Read.All, Group.ReadWrite.All, GroupMember.Read.All",
"Get-AzureADMSGroupLifecyclePolicy","AzureADPreview","Get-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","Directory.Read.All, Directory.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADMSGroupPermissionGrant","AzureADPreview","Get-MgGroupPermissionGrant","Microsoft.Graph.Groups","Group.Read.All, Group.ReadWrite.All, GroupMember.Read.All, GroupMember.ReadWrite.All","Group.Read.All, Group.ReadWrite.All, GroupMember.Read.All, GroupMember.ReadWrite.All",
"Get-AzureADMSIdentityProvider","AzureADPreview","Get-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","IdentityProvider.Read.All, IdentityProvider.ReadWrite.All","IdentityProvider.Read.All, IdentityProvider.ReadWrite.All",
"Get-AzureADMSLifecyclePolicyGroup","AzureADPreview","Get-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","Directory.Read.All, Directory.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADMSNamedLocationPolicy","AzureADPreview","Get-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","Policy.Read.All","Policy.Read.All",
"Get-AzureADMSPasswordSingleSignOnCredential","AzureADPreview","",,"","",
"Get-AzureADMSPermissionGrantConditionSet","AzureADPreview","Get-MgPolicyPermissionGrantPolicyInclude, Get-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns, Microsoft.Graph.Identity.SignIns","Directory.Read.All, Policy.Read.PermissionGrant","Directory.Read.All, Policy.Read.PermissionGrant",
"Get-AzureADMSPermissionGrantPolicy","AzureADPreview","Get-MgPolicyPermissionGrantPolicy","Microsoft.Graph.Identity.SignIns","Policy.Read.PermissionGrant, Policy.ReadWrite.PermissionGrant","Policy.Read.PermissionGrant, Policy.ReadWrite.PermissionGrant",
"Get-AzureADMSPrivilegedResource","AzureADPreview","",,"","",
"Get-AzureADMSPrivilegedRoleAssignment","AzureADPreview","",,"","",
"Get-AzureADMSPrivilegedRoleAssignmentRequest","AzureADPreview","",,"","",
"Get-AzureADMSPrivilegedRoleDefinition","AzureADPreview","",,"","",
"Get-AzureADMSPrivilegedRoleSetting","AzureADPreview","",,"","",
"Get-AzureADMSRoleAssignment","AzureADPreview","Get-MgRoleManagementDirectoryRoleAssignment","Microsoft.Graph.DeviceManagement.Enrolment","Directory.Read.All, Directory.ReadWrite.All, EntitlementManagement.Read.All, EntitlementManagement.ReadWrite.All, RoleManagement.Read.Directory, RoleManagement.ReadWrite.Directory","Directory.Read.All, Directory.ReadWrite.All, EntitlementManagement.Read.All, EntitlementManagement.ReadWrite.All, RoleManagement.Read.Directory, RoleManagement.ReadWrite.Directory",
"Get-AzureADMSRoleDefinition","AzureADPreview","Get-MgRoleManagementDirectoryRoleDefinition","Microsoft.Graph.DeviceManagement.Enrolment","Directory.Read.All, Directory.ReadWrite.All, EntitlementManagement.Read.All, EntitlementManagement.ReadWrite.All, RoleManagement.Read.Directory, RoleManagement.ReadWrite.Directory","Directory.Read.All, Directory.ReadWrite.All, EntitlementManagement.Read.All, EntitlementManagement.ReadWrite.All, RoleManagement.Read.Directory, RoleManagement.ReadWrite.Directory",
"Get-AzureADMSScopedRoleMembership","AzureADPreview","Get-MgUserScopedRoleMemberOf","Microsoft.Graph.Identity.DirectoryManagement","Directory.Read.All, Directory.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADMSServicePrincipal","AzureADPreview","",,"","",
"Get-AzureADMSServicePrincipalDelegatedPermissionClassification","AzureADPreview","Get-MgServicePrincipalDelegatedPermissionClassification","Microsoft.Graph.Applications","Application.Read.All, Directory.Read.All","Application.Read.All, Directory.Read.All",
"Get-AzureADMSTrustFrameworkPolicy","AzureADPreview","",,"","",
"Get-AzureADMSUser","AzureADPreview","",,"","",
"Get-AzureADOAuth2PermissionGrant","AzureADPreview","Get-MgOauth2PermissionGrant","Microsoft.Graph.Identity.SignIns","DelegatedPermissionGrant.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","DelegatedPermissionGrant.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADObjectByObjectId","AzureADPreview","Get-MgDirectoryObjectById","Microsoft.Graph.DirectoryObjects",,,
"Get-AzureADObjectSetting","AzureADPreview","",,"","",
"Get-AzureADPolicy","AzureADPreview","",,"","",
"Get-AzureADPolicyAppliedObject","AzureADPreview","",,"","",
"Get-AzureADPrivilegedRole","AzureADPreview","",,"","",
"Get-AzureADPrivilegedRoleAssignment","AzureADPreview","",,"","",
"Get-AzureADScopedRoleMembership","AzureADPreview","",,"","",
"Get-AzureADServiceAppRoleAssignedTo","AzureADPreview","Get-MgServicePrincipalAppRoleAssignedTo","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServiceAppRoleAssignment","AzureADPreview","Get-MgServicePrincipalAppRoleAssignment","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipal","AzureADPreview","Get-MgServicePrincipal","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipalCreatedObject","AzureADPreview","Get-MgServicePrincipalCreatedObject","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipalKeyCredential","AzureADPreview","Get-MgServicePrincipal, Get-MgServicePrincipal","Microsoft.Graph.Applications, Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipalMembership","AzureADPreview","Get-MgServicePrincipalTransitiveMemberOf","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipalOAuth2PermissionGrant","AzureADPreview","Get-MgServicePrincipalOauth2PermissionGrant","Microsoft.Graph.Applications","DelegatedPermissionGrant.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","DelegatedPermissionGrant.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipalOwnedObject","AzureADPreview","Get-MgServicePrincipalOwnedObject","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipalOwner","AzureADPreview","Get-MgServicePrincipalOwner","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipalPasswordCredential","AzureADPreview","Get-MgServicePrincipal","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Get-AzureADServicePrincipalPolicy","AzureADPreview","",,"","",
"Get-AzureADSubscribedSku","AzureADPreview","Get-MgSubscribedSku","Microsoft.Graph.Identity.DirectoryManagement","Directory.Read.All, Directory.ReadWrite.All, Organization.Read.All, Organization.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All, Organization.Read.All, Organization.ReadWrite.All",
"Get-AzureADTenantDetail","AzureADPreview","Get-MgOrganization","Microsoft.Graph.Identity.DirectoryManagement","DeviceManagementConfiguration.Read.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementServiceConfig.Read.All, DeviceManagementServiceConfig.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, Organization.Read.All, Organization.ReadWrite.All","DeviceManagementConfiguration.Read.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementServiceConfig.Read.All, DeviceManagementServiceConfig.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, Organization.Read.All, Organization.ReadWrite.All, User.Read",
"Get-AzureADTrustedCertificateAuthority","AzureADPreview","Get-MgOrganizationCertificateBasedAuthConfiguration","Microsoft.Graph.Identity.SignIns","Organization.Read.All, Organization.ReadWrite.All","Organization.Read.All, Organization.ReadWrite.All",
"Get-AzureADUser","AzureADPreview","Get-MgUser","Microsoft.Graph.Users","DeviceManagementApps.Read.All, DeviceManagementApps.ReadWrite.All, DeviceManagementConfiguration.Read.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementManagedDevices.Read.All, DeviceManagementManagedDevices.ReadWrite.All, DeviceManagementServiceConfig.Read.All, DeviceManagementServiceConfig.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All","DeviceManagementApps.Read.All, DeviceManagementApps.ReadWrite.All, DeviceManagementConfiguration.Read.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementManagedDevices.Read.All, DeviceManagementManagedDevices.ReadWrite.All, DeviceManagementServiceConfig.Read.All, DeviceManagementServiceConfig.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadBasic.All, User.ReadWrite.All, User.Read, User.ReadWrite",
"Get-AzureADUserAppRoleAssignment","AzureADPreview","Get-MgUserAppRoleAssignment","Microsoft.Graph.Applications","AppRoleAssignment.ReadWrite.All, Directory.Read.All","AppRoleAssignment.ReadWrite.All, Directory.Read.All, User.ReadBasic.All",
"Get-AzureADUserCreatedObject","AzureADPreview","Get-MgUserCreatedObject","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All, User.Read, User.Read.All, User.ReadWrite, User.ReadWrite.All",
"Get-AzureADUserDirectReport","AzureADPreview","Get-MgUserDirectReport","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All, User.Read, User.Read.All, User.ReadBasic.All, User.ReadWrite.All",
"Get-AzureADUserExtension","AzureADPreview","Get-MgUserExtension","Microsoft.Graph.Users",,,
"Get-AzureADUserLicenseDetail","AzureADPreview","Get-MgUserLicenseDetail","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All, User.Read, User.Read.All, User.ReadWrite.All",
"Get-AzureADUserManager","AzureADPreview","Get-MgUserManager","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All",
"Get-AzureADUserMembership","AzureADPreview","Get-MgUserMemberOf","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, GroupMember.Read.All","Directory.Read.All, Directory.ReadWrite.All, GroupMember.Read.All, User.Read",
"Get-AzureADUserOAuth2PermissionGrant","AzureADPreview","Get-MgUserOauth2PermissionGrant","Microsoft.Graph.Users","DelegatedPermissionGrant.ReadWrite.All, Directory.Read.All","DelegatedPermissionGrant.ReadWrite.All, Directory.Read.All, User.ReadBasic.All",
"Get-AzureADUserOwnedDevice","AzureADPreview","Get-MgUserOwnedDevice","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All, User.Read, User.Read.All, User.ReadWrite.All",
"Get-AzureADUserOwnedObject","AzureADPreview","Get-MgUserOwnedObject","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All, User.Read, User.Read.All, User.ReadWrite.All",
"Get-AzureADUserRegisteredDevice","AzureADPreview","Get-MgUserRegisteredDevice","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, User.Read.All, User.ReadWrite.All","Directory.Read.All, Directory.ReadWrite.All, User.Read, User.Read.All, User.ReadWrite.All",
"Get-AzureADUserThumbnailPhoto","AzureADPreview","Get-MgUserPhoto","Microsoft.Graph.Users",,"User.Read",
"Get-CrossCloudVerificationCode","AzureADPreview","Confirm-MgDomain","Microsoft.Graph.Identity.DirectoryManagement","Domain.ReadWrite.All","Domain.ReadWrite.All",
"Get-RbacApplicationRoleAssignment","AzureADPreview","",,"","",
"Get-RbacApplicationRoleDefinition","AzureADPreview","",,"","",
"New-AzureADAdministrativeUnit","AzureADPreview","",,"","",
"New-AzureADApplication","AzureADPreview","New-MgApplication","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"New-AzureADApplicationExtensionProperty","AzureADPreview","New-MgApplicationExtensionProperty","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"New-AzureADApplicationKeyCredential","AzureADPreview","Add-MgApplicationKey","Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All",
"New-AzureADApplicationPasswordCredential","AzureADPreview","Add-MgApplicationPassword","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"New-AzureADApplicationProxyApplication","AzureADPreview","",,"","",
"New-AzureADApplicationProxyConnectorGroup","AzureADPreview","",,"","",
"New-AzureADDevice","AzureADPreview","New-MgDevice","Microsoft.Graph.Identity.DirectoryManagement",,"Directory.AccessAsUser.All",
"New-AzureADDirectorySetting","AzureADPreview","",,"","",
"New-AzureADDomain","AzureADPreview","New-MgDomain","Microsoft.Graph.Identity.DirectoryManagement","Domain.ReadWrite.All","Domain.ReadWrite.All",
"New-AzureADExternalDomainFederation","AzureADPreview","",,"","",
"New-AzureADGroup","AzureADPreview","New-MgGroup","Microsoft.Graph.Groups","Directory.ReadWrite.All, Group.ReadWrite.All","Directory.ReadWrite.All, Group.ReadWrite.All",
"New-AzureADGroupAppRoleAssignment","AzureADPreview","New-MgGroupAppRoleAssignment","Microsoft.Graph.Applications","AppRoleAssignment.ReadWrite.All","AppRoleAssignment.ReadWrite.All",
"New-AzureADMSAdministrativeUnit","AzureADPreview","New-MgDirectoryAdministrativeUnit","Microsoft.Graph.Identity.DirectoryManagement","AdministrativeUnit.ReadWrite.All","AdministrativeUnit.ReadWrite.All",
"New-AzureADMSAdministrativeUnitMember","AzureADPreview","",,"","",
"New-AzureADMSApplication","AzureADPreview","New-MgApplication","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"New-AzureADMSApplicationExtensionProperty","AzureADPreview","New-MgApplicationExtensionProperty","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"New-AzureADMSApplicationFromApplicationTemplate","AzureADPreview","",,"","",
"New-AzureADMSApplicationKey","AzureADPreview","Add-MgApplicationKey","Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All",
"New-AzureADMSApplicationPassword","AzureADPreview","Add-MgApplicationPassword","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"New-AzureADMSAttributeSet","AzureADPreview","",,"","",
"New-AzureADMSConditionalAccessPolicy","AzureADPreview","New-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","Application.Read.All, Policy.Read.All, Policy.ReadWrite.ConditionalAccess","Application.Read.All, Policy.Read.All, Policy.ReadWrite.ConditionalAccess",
"New-AzureADMSCustomSecurityAttributeDefinition","AzureADPreview","",,"","",
"New-AzureADMSFeatureRolloutPolicy","AzureADPreview","",,"","",
"New-AzureADMSGroup","AzureADPreview","New-MgGroup","Microsoft.Graph.Groups","Directory.ReadWrite.All, Group.ReadWrite.All","Directory.ReadWrite.All, Group.ReadWrite.All",
"New-AzureADMSGroupLifecyclePolicy","AzureADPreview","New-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","Directory.ReadWrite.All","Directory.ReadWrite.All",
"New-AzureADMSIdentityProvider","AzureADPreview","New-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","IdentityProvider.ReadWrite.All","IdentityProvider.ReadWrite.All",
"New-AzureADMSInvitation","AzureADPreview","New-MgInvitation","Microsoft.Graph.Identity.SignIns","Directory.ReadWrite.All, User.Invite.All, User.ReadWrite.All","Directory.ReadWrite.All, User.Invite.All, User.ReadWrite.All",
"New-AzureADMSNamedLocationPolicy","AzureADPreview","New-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","Policy.Read.All, Policy.ReadWrite.ConditionalAccess","Policy.Read.All, Policy.ReadWrite.ConditionalAccess",
"New-AzureADMSPasswordSingleSignOnCredential","AzureADPreview","",,"","",
"New-AzureADMSPermissionGrantConditionSet","AzureADPreview","New-MgPolicyPermissionGrantPolicyInclude, New-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns, Microsoft.Graph.Identity.SignIns","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"New-AzureADMSPermissionGrantPolicy","AzureADPreview","New-MgPolicyPermissionGrantPolicy","Microsoft.Graph.Identity.SignIns","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"New-AzureADMSRoleAssignment","AzureADPreview","New-MgRoleManagementDirectoryRoleAssignment","Microsoft.Graph.DeviceManagement.Enrolment","EntitlementManagement.ReadWrite.All, RoleManagement.ReadWrite.Directory","EntitlementManagement.ReadWrite.All, RoleManagement.ReadWrite.Directory",
"New-AzureADMSRoleDefinition","AzureADPreview","New-MgRoleManagementDirectoryRoleDefinition","Microsoft.Graph.DeviceManagement.Enrolment","RoleManagement.ReadWrite.Directory","RoleManagement.ReadWrite.Directory",
"New-AzureADMSServicePrincipal","AzureADPreview","",,"","",
"New-AzureADMSTrustFrameworkPolicy","AzureADPreview","",,"","",
"New-AzureADMSUser","AzureADPreview","",,"","",
"New-AzureADObjectSetting","AzureADPreview","",,"","",
"New-AzureADPolicy","AzureADPreview","",,"","",
"New-AzureADPrivilegedRoleAssignment","AzureADPreview","",,"","",
"New-AzureADServiceAppRoleAssignment","AzureADPreview","New-MgServicePrincipalAppRoleAssignment","Microsoft.Graph.Applications","Application.Read.All, AppRoleAssignment.ReadWrite.All, Directory.Read.All","Application.Read.All, AppRoleAssignment.ReadWrite.All, Directory.Read.All",
"New-AzureADServicePrincipal","AzureADPreview","New-MgServicePrincipal","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"New-AzureADServicePrincipalKeyCredential","AzureADPreview","New-MgPolicyPermissionGrantPolicy, Add-MgServicePrincipalKey","Microsoft.Graph.Identity.SignIns, Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All, Policy.ReadWrite.PermissionGrant","Application.ReadWrite.All, Directory.ReadWrite.All, Policy.ReadWrite.PermissionGrant",
"New-AzureADServicePrincipalPasswordCredential","AzureADPreview","Add-MgServicePrincipalPassword","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"New-AzureADTrustedCertificateAuthority","AzureADPreview","",,"","",
"New-AzureADUser","AzureADPreview","New-MgUser","Microsoft.Graph.Users","DeviceManagementApps.ReadWrite.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementManagedDevices.ReadWrite.All, DeviceManagementServiceConfig.ReadWrite.All, Directory.ReadWrite.All, User.ReadWrite.All","DeviceManagementApps.ReadWrite.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementManagedDevices.ReadWrite.All, DeviceManagementServiceConfig.ReadWrite.All, Directory.ReadWrite.All, User.ReadWrite.All",
"New-AzureADUserAppRoleAssignment","AzureADPreview","New-MgUserAppRoleAssignment","Microsoft.Graph.Applications","AppRoleAssignment.ReadWrite.All","AppRoleAssignment.ReadWrite.All",
"New-RbacApplicationRoleAssignment","AzureADPreview","",,"","",
"New-RbacApplicationRoleDefinition","AzureADPreview","",,"","",
"Open-AzureADMSPrivilegedRoleAssignmentRequest","AzureADPreview","",,"","",
"Remove-AzureADAdministrativeUnit","AzureADPreview","",,"","",
"Remove-AzureADAdministrativeUnitMember","AzureADPreview","",,"","",
"Remove-AzureADApplication","AzureADPreview","Remove-MgApplication","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADApplicationExtensionProperty","AzureADPreview","Remove-MgApplicationExtensionProperty","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADApplicationKeyCredential","AzureADPreview","Remove-MgApplicationKey","Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All",
"Remove-AzureADApplicationOwner","AzureADPreview","Remove-MgApplicationOwnerByRef","Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All",
"Remove-AzureADApplicationPasswordCredential","AzureADPreview","Remove-MgApplicationPassword","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADApplicationPolicy","AzureADPreview","",,"","",
"Remove-AzureADApplicationProxyApplication","AzureADPreview","",,"","",
"Remove-AzureADApplicationProxyApplicationConnectorGroup","AzureADPreview","",,"","",
"Remove-AzureADApplicationProxyConnectorGroup","AzureADPreview","",,"","",
"Remove-AzureADContact","AzureADPreview","Remove-MgContact","Microsoft.Graph.Identity.DirectoryManagement",,,
"Remove-AzureADContactManager","AzureADPreview","Remove-MgContactManagerByRef",,"","",
"Remove-AzureADDeletedApplication","AzureADPreview","Remove-MgDirectoryDeletedItem","Microsoft.Graph.Identity.DirectoryManagement","Application.ReadWrite.All, Directory.ReadWrite.All, Group.ReadWrite.All, User.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All, Group.ReadWrite.All, User.ReadWrite.All",
"Remove-AzureADDevice","AzureADPreview","Remove-MgDevice","Microsoft.Graph.Identity.DirectoryManagement",,"Directory.AccessAsUser.All",
"Remove-AzureADDeviceRegisteredOwner","AzureADPreview","Remove-MgDeviceRegisteredOwnerByRef","Microsoft.Graph.Identity.DirectoryManagement",,"Directory.AccessAsUser.All",
"Remove-AzureADDeviceRegisteredUser","AzureADPreview","",,"","",
"Remove-AzureADDirectoryRoleMember","AzureADPreview","Remove-MgDirectoryRoleScopedMember","Microsoft.Graph.Identity.DirectoryManagement",,,
"Remove-AzureADDirectorySetting","AzureADPreview","",,"","",
"Remove-AzureADDomain","AzureADPreview","Remove-MgDomain","Microsoft.Graph.Identity.DirectoryManagement","Domain.ReadWrite.All","Domain.ReadWrite.All",
"Remove-AzureADExternalDomainFederation","AzureADPreview","",,"","",
"Remove-AzureADGroup","AzureADPreview","Remove-MgGroup","Microsoft.Graph.Groups","Group.ReadWrite.All","Group.ReadWrite.All",
"Remove-AzureADGroupAppRoleAssignment","AzureADPreview","Remove-MgGroupAppRoleAssignment","Microsoft.Graph.Applications","AppRoleAssignment.ReadWrite.All","AppRoleAssignment.ReadWrite.All",
"Remove-AzureADGroupMember","AzureADPreview","Remove-MgGroupMemberByRef","Microsoft.Graph.Groups","Directory.ReadWrite.All, Group.ReadWrite.All, GroupMember.ReadWrite.All","Directory.ReadWrite.All, Group.ReadWrite.All, GroupMember.ReadWrite.All",
"Remove-AzureADGroupOwner","AzureADPreview","Remove-MgGroupOwnerByRef","Microsoft.Graph.Groups","Directory.ReadWrite.All, Group.ReadWrite.All","Directory.ReadWrite.All, Group.ReadWrite.All",
"Remove-AzureADMSAdministrativeUnit","AzureADPreview","Remove-MgDirectoryAdministrativeUnit","Microsoft.Graph.Identity.DirectoryManagement","AdministrativeUnit.ReadWrite.All","AdministrativeUnit.ReadWrite.All",
"Remove-AzureADMSAdministrativeUnitMember","AzureADPreview","Remove-MgDirectoryAdministrativeUnitScopedRoleMember","Microsoft.Graph.Identity.DirectoryManagement","RoleManagement.ReadWrite.Directory","RoleManagement.ReadWrite.Directory",
"Remove-AzureADMSApplication","AzureADPreview","Remove-MgApplication","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADMSApplicationExtensionProperty","AzureADPreview","Remove-MgApplicationExtensionProperty","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADMSApplicationKey","AzureADPreview","Remove-MgApplicationKey","Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All",
"Remove-AzureADMSApplicationOwner","AzureADPreview","Remove-MgApplicationOwnerByRef","Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All",
"Remove-AzureADMSApplicationPassword","AzureADPreview","Remove-MgApplicationPassword","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADMSApplicationVerifiedPublisher","AzureADPreview","Clear-MgApplicationVerifiedPublisher","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADMSConditionalAccessPolicy","AzureADPreview","Remove-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","Policy.Read.All, Policy.ReadWrite.ConditionalAccess","Policy.Read.All, Policy.ReadWrite.ConditionalAccess",
"Remove-AzureADMSDeletedDirectoryObject","AzureADPreview","Remove-MgDirectoryObject","Microsoft.Graph.DirectoryObjects","Application.ReadWrite.All, Group.ReadWrite.All, User.ReadWrite.All","Application.ReadWrite.All, Group.ReadWrite.All, User.ReadWrite.All",
"Remove-AzureADMSFeatureRolloutPolicy","AzureADPreview","",,"","",
"Remove-AzureADMSFeatureRolloutPolicyDirectoryObject","AzureADPreview","",,"","",
"Remove-AzureADMSGroup","AzureADPreview","Remove-MgGroup","Microsoft.Graph.Groups","Group.ReadWrite.All","Group.ReadWrite.All",
"Remove-AzureADMSGroupLifecyclePolicy","AzureADPreview","Remove-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","Directory.ReadWrite.All","Directory.ReadWrite.All",
